Event	ID	Name			Wwise Object Path	Notes
	216639764	Play_game			\Default Work Unit\Play_game	
	307004073	Play_snd_mimic			\Default Work Unit\Play_snd_mimic	
	324799515	Play_snd_burning			\Default Work Unit\Play_snd_burning	
	399950540	Play_snd_cursed			\Default Work Unit\Play_snd_cursed	
	503093975	Play_snd_lullaby			\Default Work Unit\Play_snd_lullaby	
	840487677	Play_snd_mastery			\Default Work Unit\Play_snd_mastery	
	967152450	Play_snd_secret			\Default Work Unit\Play_snd_secret	
	1144938819	Play_snd_water			\Default Work Unit\Play_snd_water	
	1205166212	Play_snd_rocks			\Default Work Unit\Play_snd_rocks	
	1271558475	Play_snd_levelup			\Default Work Unit\Play_snd_levelup	
	1439313559	Play_surface			\Default Work Unit\Play_surface	
	1486292932	Play_snd_gold			\Default Work Unit\Play_snd_gold	
	1527187626	Play_snd_evoke			\Default Work Unit\Play_snd_evoke	
	1576518167	Play_snd_badge			\Default Work Unit\Play_snd_badge	
	1734196546	Play_snd_read			\Default Work Unit\Play_snd_read	
	1851074761	Play_snd_door_open			\Default Work Unit\Play_snd_door_open	
	1868018126	Play_snd_charms			\Default Work Unit\Play_snd_charms	
	1905865200	Play_snd_drink			\Default Work Unit\Play_snd_drink	
	1937316103	Play_snd_puff			\Default Work Unit\Play_snd_puff	
	1949739145	Play_snd_shatter			\Default Work Unit\Play_snd_shatter	
	2082342448	Play_snd_degrade			\Default Work Unit\Play_snd_degrade	
	2090220063	Play_snd_item			\Default Work Unit\Play_snd_item	
	2097072630	Play_snd_bee			\Default Work Unit\Play_snd_bee	
	2161460620	Play_snd_lightning			\Default Work Unit\Play_snd_lightning	
	2352044202	Play_snd_click			\Default Work Unit\Play_snd_click	
	2479442773	Play_theme			\Default Work Unit\Play_theme	
	2566698852	Play_snd_eat			\Default Work Unit\Play_snd_eat	
	2703729878	Play_snd_ray			\Default Work Unit\Play_snd_ray	
	2767191669	Play_snd_hit			\Default Work Unit\Play_snd_hit	
	2771374325	Play_snd_boss			\Default Work Unit\Play_snd_boss	
	2865931531	Play_snd_teleport			\Default Work Unit\Play_snd_teleport	
	2948551988	Play_snd_descend			\Default Work Unit\Play_snd_descend	
	2950683231	Play_snd_trap			\Default Work Unit\Play_snd_trap	
	2970788695	Play_snd_zap			\Default Work Unit\Play_snd_zap	
	3052055677	Play_snd_challenge			\Default Work Unit\Play_snd_challenge	
	3060114196	Play_snd_death			\Default Work Unit\Play_snd_death	
	3080519864	Play_snd_tomb			\Default Work Unit\Play_snd_tomb	
	3142942158	Play_snd_beacon			\Default Work Unit\Play_snd_beacon	
	3158210548	Play_snd_alert			\Default Work Unit\Play_snd_alert	
	3254079340	Play_snd_blast			\Default Work Unit\Play_snd_blast	
	3498392239	Play_snd_falling			\Default Work Unit\Play_snd_falling	
	3525881674	Play_snd_miss			\Default Work Unit\Play_snd_miss	
	3569052333	Play_snd_dewdrop			\Default Work Unit\Play_snd_dewdrop	
	3658815223	Play_snd_ghost			\Default Work Unit\Play_snd_ghost	
	3821785684	Play_snd_step			\Default Work Unit\Play_snd_step	
	3947293644	Play_snd_meld			\Default Work Unit\Play_snd_meld	
	4032487041	Play_snd_plant			\Default Work Unit\Play_snd_plant	
	4120927054	Play_snd_unlock			\Default Work Unit\Play_snd_unlock	
	4186786603	Play_snd_bones			\Default Work Unit\Play_snd_bones	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	38206695	snd_trap	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_trap_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_trap		9236
	55454455	snd_item	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_item_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_item		41518
	97418914	snd_lullaby	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_lullaby_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_lullaby		91072
	140721021	game	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\game_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\game		12708928
	174859356	snd_falling	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_falling_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_falling		122176
	178271137	snd_beacon	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_beacon_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_beacon		76096
	207711283	snd_tomb	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_tomb_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_tomb		23084
	245018209	snd_charms	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_charms_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_charms		59968
	247223001	snd_blast	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_blast_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_blast		89920
	281851156	snd_mimic	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_mimic_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_mimic		41536
	286211943	snd_shatter	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_shatter_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_shatter		23084
	328203517	snd_puff	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_puff_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_puff		36844
	338474903	snd_dewdrop	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_dewdrop_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_dewdrop		24256
	373392995	snd_secret	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_secret_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_secret		149824
	374742644	snd_click	D:\pixel-dungeon\pixel-dungeon\wwise\PixelDungen\.cache\Android\SFX\Raw Music\snd_click_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\snd_click		6944
